用户名,评论时间,评论内容,点赞数
格林美股友,2020-02-13 11:00:00,請問正在进行的股票增发定价计算方法，謝謝格林美：感谢您的关注！根据中国证监会于2019年11月8日发布的《关于就＜上市公司证券发行管理办法（征求意见稿）＞征求意见的通知》规定：上市公司非公开发行股票发行价格不低于定价基准日前二十个交易日公司股票均价的百分之八十；发行的股份自发行结束之日起，六个月内不得转让。公司目前正密切关注再融资新规，同时也在积极推进本次非公开发行工作。（来自 深交所互动易）  答复时间 2020-02-13 16:16:00,3
刘舒建,2020-02-13 11:00:12,涨呀,0
刘舒建,2020-02-13 11:00:32,涨呀,0
钓不来,2020-02-13 11:02:03,印象中黑色星期五更多吧,0
小小凉粉,2020-02-13 11:03:31,坐等起飞，目标10元。主力按压洗筹，不要被震下车,3
鸡哥哥123,2020-02-13 11:04:25,卖吧。机构出货。,0
大头要逆袭,2020-02-13 11:06:20,稳稳当当的，有业绩支撑怕个锤子，看看其他的烂股,0
Maikel2015,2020-02-13 11:07:03,举步维艰,0
陈生荣,2020-02-13 11:08:59,这个票到顶了，快跑！庄家在做头！,0
风宜长物,2020-02-13 11:09:04,主力一直在流出,0
ymwx336699,2020-02-13 11:09:18,蹭概念都蹭不好,4
心中有佛救世人,2020-02-13 11:12:10,跑了跑了，全给狗庄，接的住吗？,0
营魄抱壹,2020-02-13 11:13:38,业绩，题材，现金充裕度都很好，大资金也逐步进场，股东也在增持。格林美股价应该能上一个台阶吧?,3
股友6JhLDC,2020-02-13 11:14:37,昨天说了给干疯提鞋了吧,1
更换昵称不成功,2020-02-13 11:15:42,主力太贪了，想吃独食。不带我们散户玩。,0
gjz3,2020-02-13 11:16:14,英洛华，都在直线拉升，你这垃圾,1
股友wNMOn3,2020-02-13 11:16:54,快跑，下午大概率跌5个点,0
gjz3,2020-02-13 11:17:11,英洛华，都在直线拉升，你这垃圾,1
亦无涯,2020-02-13 11:20:18,谁不是一个样，麻痹，亏大了,0
股友WGcHLM,2020-02-13 11:22:22,要是托单大，你更想哭,0
小小凉粉,2020-02-13 11:22:48,好快解放,0
源泉之股,2020-02-13 11:23:43,垃圾,0
仟琥基基,2020-02-13 11:25:27,拭目以待,0
土豪梦一地蛋碎,2020-02-13 11:26:18,格林美全是融资盘，都是短线客。玩不成，玩不成。,0
gushicainiao22,2020-02-13 11:32:26,北上资金在割韭菜,0
灰常陆加柒,2020-02-13 11:36:37,定增压价！,0
是能能啊,2020-02-13 11:38:18,进来了就拿住吧,0
路过2019的小散,2020-02-13 11:42:33,预测收盘点位：627附近上下五分，今天不会收高。短线的可以暂时离场，这个庄很会T，只能逢跌买。,0
股友JQbsGO,2020-02-13 11:43:42,要出昨天就出了今天出意义何在,0
是能能啊,2020-02-13 11:44:31,误导别人算是道德沦陷吗,0
股友JQbsGO,2020-02-13 11:45:20,格林美主力操作手法总是押筹码洗盘，昨天突破新高，趋势必定向上不变,0
钓不来,2020-02-13 11:45:45,从大北农出来，现在准备死磕美美了先整个1/3仓守着庄家玩！跌10个点补一点儿。,0
音乐课代表,2020-02-13 11:45:57,一直增发股票的圈钱企业好得了哪里去，不把心思花在企业发展上，天天只知道增发圈钱，从一开始的不到1亿股到现在的41亿股。许老板看起来就不是那种老老实实干实业的人。,0
成神之路2018,2020-02-13 11:45:59,这几天机构都是在出货，要不是洛阳，华友一直猛涨，我敢说早就掉到5.6了,0
是能能啊,2020-02-13 11:46:12,你是个明白人,0
小小凉粉,2020-02-13 11:50:19,黑草上飞，上车的赶紧,1
风花雪夜玫瑰花,2020-02-13 11:59:50,跌下来，没有买的可以买入的！买入位置6元,1
昨夜星辰昨夜风a,2020-02-13 12:07:22,nan,0
给我连板,2020-02-13 12:16:27,低开低走可能又大跌，进来的同志们，恭喜你们，有很大的概率要站岗了,0
五月的风w,2020-02-13 12:24:14,刚刚进了100股，不会亏吧。,0
股友ji2Rck,2020-02-13 12:45:19,快跑，机构在出逃,0
之士多,2020-02-13 12:47:41,@ws真无双我装什么，我是来赚钱的，我发表说的是短线波动，你来评论说什么？亏你还是5年的老股民，高手会来股吧吗？我春节闲得慌，说说一下今天短线，你不识字吗？那去查字典把我上面说话看一遍，读懂我在说什么，再来评论。。还对牛弹琴，昨天追高进来，今天短线股价甩你一巴掌。。我不是股神，也不是高手，只是小散。。我昨天只是对日走势分析行情，避险一下短线波动亏损。。。你先看清楚我上面说的话，再来评论。。我在说短线波动。。你装什么AB，还对牛弹琴。。没错，我确实听不懂，但我昨天控制风险，避险今天亏损上万元。。可能你对上万元没在意，但我不行，我是小散，家里没矿。,0
豆豆先生1,2020-02-13 12:47:55,国家给钱 回收铝电池 再重新分解提炼 未来新能源汽车的电池都要处理的 前景很大,0
专杀主力刽子手,2020-02-13 12:49:10,就是你这sb天天唠叨,0
豆豆先生1,2020-02-13 12:50:08,回调就是加仓机会,0
专杀主力刽子手,2020-02-13 12:50:39,老子昨天6.58进的今天早上6.25出货15万股，这个股不行,0
高筑墙广积粮2021,2020-02-13 12:53:53,散户太多，减少人数,0
gushicainiao22,2020-02-13 12:58:36,钴奶奶,0
gushicainiao22,2020-02-13 13:01:45,确定这不是洗盘？,0
菜脯咸菜,2020-02-13 13:06:14,业绩在哪？,0
心中有佛救世人,2020-02-13 13:06:46,拉升也快，没抛压,0
是能能啊,2020-02-13 13:06:58,你是真敢说,0
直接一个好家伙,2020-02-13 13:09:50,融资太多，好好的股又给整 凉了,0
是能能啊,2020-02-13 13:11:31,坚定看多，洗掉不坚定后坚定上涨,1
梦里春夏秋冬,2020-02-13 13:11:38,看一下格林美的工厂，就知道为什么那么多跟锂有关的股票猛涨，就这货趴着不动了，疫情结束，马上起飞！,0
顺然顺势而为也,2020-02-13 13:12:40,跌不到6元以下也就上不到10元以上,3
之士多,2020-02-13 13:12:48,强调一下，我不是高手，只是小散一名。这是股吧，不喜欢看的，左右绕道说的是个人短线波动猜测。。没人能百分百预算准。。但我是来赚钱的，不是来赌输赢。前天我说过，642的话，短线有行情。。昨天冲过642的线。尾盘庄控盘回645，这是典型的试探多方机构手法。。昨天就说过今天可能要震荡回踩630位置震荡，确认支撑点。。。所以我短线资金走了，留长线资金。早盘接大盘下杀，然后顺势回踩，拉升，再下杀，这是探底的手法。。其目的就是确认多方机构的底，大概在什么位置。。可能有人会觉得我这是装B。但这种手法不是我说的。。是从经过熔断老股民哪里学来的盘中走势知识。。不喜欢听，也可以选择无视。。但是直接脏话的，请绕道。,5
一网无鱼375,2020-02-13 13:13:24,中植系的，骗子居多,1
谈忘江湖,2020-02-13 13:15:21,跌不到6元，你信吗，砸盘的庄筹码不够,0
lh大股东,2020-02-13 13:16:14,跌吧 跌吧 跌多少 我接多少,0
心中有佛救世人,2020-02-13 13:18:25,靠，没补到仓，没成交,0
一红冲天牛市,2020-02-13 13:18:49,拿好筹码！明天创新高！,1
谈忘江湖,2020-02-13 13:19:53,今年上不到10元,0
长安一只妖,2020-02-13 13:21:03,这个咋样啊。今天进了一万股,0
回收哥,2020-02-13 13:21:26,又来忽悠,0
顺然顺势而为也,2020-02-13 13:22:41,本周能调到6元以下5.7元以上,0
lh大股东,2020-02-13 13:23:20,今天6块 难进。。。。。,0
lh大股东,2020-02-13 13:24:46,7块 不是目标,0
灰常陆加柒,2020-02-13 13:26:25,两百亿的盘子走出了两千亿的步伐！,6
仟琥基基,2020-02-13 13:27:13,拭目以待,1
仟琥基基,2020-02-13 13:28:29,希望,0
万代富贵13168,2020-02-13 13:31:24,你不是贵金属有色吗？庄家什么意思！！！！！！！！！！！！！！我杀进去了！！！！！！！！！,0
一红冲天牛市,2020-02-13 13:33:45,一绿一红，走势不变！看好7元,2
万代富贵13168,2020-02-13 13:34:12,炸弹点燃新能源电池！！！！！！！！！！！！！！！！！那是猛火！！！！！！！！！！！,0
卡卡罗特2313,2020-02-13 13:34:36,你啥心态,0
股友6CxaWC,2020-02-13 13:36:11,你怎么知道的,0
每天红点点,2020-02-13 13:36:39,同样是钴，我服你,0
专杀主力刽子手,2020-02-13 13:39:13,出了，哈哈，狗庄,0
是能能啊,2020-02-13 13:39:19,上面如果出现大压单就该拉了,0
专杀主力刽子手,2020-02-13 13:39:43,就是你这SB乱吹牛,0
报告蛮吉,2020-02-13 13:41:50,一天压盘，一天托盘,0
资深韭菜盒,2020-02-13 13:42:32,2月13日，上海炬嘉合金材料有限公司金属钴报价上涨，报价290000元/吨，报价上涨5000元/吨，实际成交价以协商为准。,0
AIRBUS创业,2020-02-13 13:43:50,继续打架！,0
是能能啊,2020-02-13 13:44:17,进入加速拉升期，拭目以待,0
复归于无,2020-02-13 13:48:05,滚犊子,0
股友ji2Rck,2020-02-13 13:48:11,都在跑路了，骗子吧,0
神队友波源,2020-02-13 13:48:33,大单净流出3个亿了！,1
专杀主力刽子手,2020-02-13 13:48:55,反正我空仓了现在，就看它跌，哈哈哈哈哈哈哈哈哈,0
心中有佛救世人,2020-02-13 13:49:25,别轻易抄底，小心被埋,0
股友pOuaPd,2020-02-13 13:49:32,能到这个位置吗？,0
aq美景,2020-02-13 13:49:33,6.4站在高岗上,2
亏损太容易,2020-02-13 13:49:42,那就是6.3以下买就是吧,1
复归于无,2020-02-13 13:50:16,滚,0
股友G82fqP,2020-02-13 13:51:43,这股垃圾的不行，赶紧卖了。昨天卖了这个，真是对的。垃圾的庄家，良心坏坏的。诅咒他。再也不买此股。,0
我系小菜鸟,2020-02-13 13:52:58,正常回调而已,3
是能能啊,2020-02-13 13:55:02,图片评论,0
股友G82fqP,2020-02-13 13:55:17,拉倒吧！这样丧良心的庄家还能创新高，做梦去吧！,0
淡定淡定888888,2020-02-13 13:56:10,这一巴掌打得痛不，以后长点记性，,0
n1440561594ac8c3,2020-02-13 13:56:16,看周线正常，难有的走试，不怕,0
专杀主力刽子手,2020-02-13 13:56:49,我好惨把我洗出来了，希望在跌点我重仓格林美,0
股友r1EWxo,2020-02-13 13:57:41,10年后解套没问题,0
钓不来,2020-02-13 13:58:19,拿着,0
格林美股友,2020-02-13 13:59:00,定增没人要了！这么长时间搞不定，说明公司效率太低！格林美：您好！公司本次非公开发行的各项工作均在有序推进中。公司将根据证监会于2020年2月14日发布的《关于修改＜上市公司非公开发行股票实施细则＞的决定》等再融资规则积极引进优质投资者，为公司发展注入充足动力。(来自：深交所互动易)（来自 全景•路演天下）  答复时间 2020-02-15 15:21:50,4
格林美股友,2020-02-13 13:59:00,定增没人要了！这么长时间搞不定，说明公司效率太低！格林美：您好！公司本次非公开发行的各项工作均在有序推进中。公司将根据证监会于2020年2月14日发布的《关于修改＜上市公司非公开发行股票实施细则＞的决定》等再融资规则积极引进优质投资者，为公司发展注入充足动力。（来自 深交所互动易）  答复时间 2020-02-15 15:21:00,1
陈生荣,2020-02-13 13:59:27,正在做头，快跑啊！,0
经纶州鹤de丁春秋,2020-02-13 14:00:30,今天吃套了，给机会解套不,0
谨防诈骗,2020-02-13 14:01:25,你们还不跑啊？资金流出3亿多了，明天跌停板,2
股市有涨有跌,2020-02-13 14:01:29,赣锋锂业主力在顶部成功完美出货，接下来就是慢慢下跌之路。,0
股友ji2Rck,2020-02-13 14:09:55,机构都在出逃了,0
是能能啊,2020-02-13 14:11:58,为了这个概念进这只股是不对的,0
九阳争径,2020-02-13 14:13:22,应该20块的股票，被垃圾庄和一群傻B做T的散户玩儿成这样。。,1
一红冲天牛市,2020-02-13 14:17:35,尾盘高拉一波,0
百分胜率,2020-02-13 14:18:10,明天跌停在进货,0
保险金,2020-02-13 14:20:18,董秘您好，公司的钴金属年产量是多少？盛屯矿业：您好，感谢您对公司的关注，我司目前钴金属产能为珠海科立鑫4500吨/年，刚果盛屯资源3500吨/年。目前正在投建刚果（金）5800吨/年产能。,0
勤奋的小年轻,2020-02-13 14:22:53,红盘前去的魔术，格林美我还会回来的,0
专杀主力刽子手,2020-02-13 14:25:48,我一出就涨，操蛋吧,0
回收哥,2020-02-13 14:26:11,买盘渐强，明天有望收阳线,4
只做低估成长股,2020-02-13 14:28:12,nan,1
卧龙8023,2020-02-13 14:29:18,回调到6元以下再杀回来！！！,0
nkh6666666,2020-02-13 14:29:57,期待持股待涨,0
营魄抱壹,2020-02-13 14:34:46,身子骨弱，肚子大!,0
万代富贵13168,2020-02-13 14:36:47,尾盘作为！！！！！！！！！！88888888,0
渴望水的鱼1,2020-02-13 14:37:07,已经跑了,0
基民zbLjGg,2020-02-13 14:37:31,你怎么在哪个帖吧里都唱跌，滚远点儿,0
一红冲天牛市,2020-02-13 14:37:35,15亿资金博弈！掉太多不可能了！只会稳步推进创新高,1
骑着乌龟追月亮,2020-02-13 14:37:37,出不完的货啊垃圾啊连基金都跑不赢,2
回收哥,2020-02-13 14:38:12,今天能收到5日线以上都行,0
股友G82fqP,2020-02-13 14:39:19,跌多涨少，这就典型的垃圾票。,2
低十字进高十字逃,2020-02-13 14:40:44,湖北省新型冠状病毒感染肺炎疫情防控指挥部通告：继续延迟复工开学。省内各类企业不早于2月20日24时前复工。对格林美的武汉荊门工厂生产有没有影响？,0
风的影子传说,2020-02-13 14:42:24,我现在卖了，本来想卖一半，还是全卖了吧,0
万代富贵13168,2020-02-13 14:45:21,以后群里不要说利多的话，庄家专门杀跌的！！！！！！！！！！！,2
AIRBUS创业,2020-02-13 14:47:47,滚吧,0
高筑墙广积粮2021,2020-02-13 14:50:29,去年我买过天汽模、大北农都没抓住，庄家就是喜欢磨洋工,0
基民zbLjGg,2020-02-13 14:51:37,在哪儿都叫爹，滚蛋,0
骑着乌龟追月亮,2020-02-13 14:52:42,天天做t溜了,0
金字招牌A,2020-02-13 14:55:44,估计很难,0
股友gMjip9,2020-02-13 14:56:06,明早肯定低开 可以买入了,0
谨防诈骗,2020-02-13 14:56:45,昨天就高位滞涨了起码打到20天线,1
菜脯咸菜,2020-02-13 14:57:11,为何资金大量外流？目前来看，前期流入的资金应该还没喝到汤呢吧,0
aaaaaaaal,2020-02-13 14:59:22,可惜,0
